id,final_world_state
train-B21535,1:oo 2:bbb 3:_ 4:o 5:_ 6:_ 7:_
train-B21536,1:_ 2:_ 3:ooo 4:_ 5:_ 6:_ 7:_
train-B21537,1:yyy 2:_ 3:_ 4:_ 5:yyy 6:_ 7:ooo
train-B21538,1:ooo 2:_ 3:_ 4:gg 5:pp 6:rrr 7:r
train-B21539,1:_ 2:_ 3:rr 4:_ 5:yyyy 6:_ 7:yy
train-B21540,1:rr 2:_ 3:oooo 4:yy 5:_ 6:_ 7:_
train-B21541,1:rrrr 2:pyy 3:pppp 4:_ 5:y 6:_ 7:_
train-B21542,1:_ 2:_ 3:gggg 4:rr 5:yy 6:yp 7:_
train-B21543,1:pp 2:yyy 3:po 4:_ 5:_ 6:_ 7:_
train-B21545,1:_ 2:gg 3:_ 4:o 5:yyy 6:_ 7:yp
train-B21546,1:oo 2:pppp 3:_ 4:_ 5:_ 6:o 7:rr
train-B21548,1:rr 2:_ 3:_ 4:_ 5:g 6:_ 7:gggg
train-B21549,1:rrr 2:_ 3:_ 4:rr 5:_ 6:yy 7:rrr
train-B21551,1:yy 2:bbb 3:_ 4:_ 5:_ 6:_ 7:yy
train-B21552,1:_ 2:rrrr 3:gg 4:pppp 5:_ 6:gg 7:_
train-B21553,1:_ 2:ppp 3:_ 4:bbb 5:gg 6:ggg 7:_
train-B21554,1:bb 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21557,1:_ 2:g 3:_ 4:_ 5:_ 6:_ 7:o
train-B21558,1:yyyy 2:bbb 3:ppp 4:_ 5:ppp 6:_ 7:_
train-B21559,1:gggg 2:_ 3:_ 4:pp 5:r 6:_ 7:p
train-B21560,1:_ 2:_ 3:_ 4:bbb 5:rrr 6:yyyy 7:_
train-B21561,1:yyy 2:_ 3:rrr 4:_ 5:_ 6:pp 7:_
train-B21562,1:oo 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-B21563,1:gggg 2:_ 3:yyy 4:_ 5:rrrr 6:_ 7:_
train-B21564,1:bbr 2:oo 3:_ 4:_ 5:rr 6:rrr 7:yyy
train-B21565,1:bbb 2:_ 3:_ 4:_ 5:r 6:_ 7:oo
train-B21566,1:_ 2:rr 3:_ 4:_ 5:_ 6:_ 7:_
train-C9464,1:_ 2:pppp 3:_ 4:_ 5:rrrr 6:_ 7:or
train-C9466,1:_ 2:_ 3:_ 4:_ 5:_ 6:ppg 7:ooo
train-C9467,1:_ 2:_ 3:_ 4:_ 5:_ 6:o 7:_
train-C9468,1:_ 2:_ 3:y 4:gg 5:_ 6:_ 7:_
train-C9470,1:_ 2:_ 3:_ 4:gg 5:gg 6:ppp 7:gggg
train-C9471,1:bbb 2:_ 3:_ 4:ggg 5:yyy 6:y 7:_
train-C9472,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:g
train-C9474,1:_ 2:_ 3:yy 4:_ 5:_ 6:_ 7:_
train-C9475,1:_ 2:_ 3:bbb 4:_ 5:g 6:_ 7:ooo
train-C9476,1:_ 2:b 3:_ 4:_ 5:yyy 6:pppp 7:_
train-C9477,1:_ 2:ooo 3:_ 4:_ 5:ppp 6:b 7:_
train-C9478,1:_ 2:rrrr 3:p 4:_ 5:pppp 6:_ 7:ggg
train-C9479,1:bbb 2:_ 3:_ 4:_ 5:ppg 6:_ 7:_
train-C9480,1:_ 2:_ 3:gg 4:_ 5:rr 6:pp 7:ro
train-C9481,1:g 2:_ 3:_ 4:_ 5:_ 6:_ 7:oog
train-C9482,1:_ 2:_ 3:yyy 4:yyy 5:r 6:_ 7:rr
train-C9483,1:gg 2:_ 3:yyyy 4:bbb 5:_ 6:rr 7:pppp
train-C9484,1:_ 2:_ 3:rrrr 4:r 5:y 6:_ 7:_
train-C9485,1:_ 2:ooo 3:_ 4:_ 5:_ 6:yyyy 7:_
train-C9486,1:yyy 2:_ 3:_ 4:y 5:_ 6:_ 7:_
train-C9487,1:g 2:rr 3:gg 4:_ 5:yyy 6:_ 7:_
train-C9489,1:_ 2:_ 3:_ 4:_ 5:_ 6:gg 7:_
train-C9491,1:rrr 2:_ 3:b 4:gggg 5:ooo 6:_ 7:pppp
train-C9492,1:_ 2:_ 3:_ 4:_ 5:_ 6:bb 7:_
train-C9493,1:_ 2:rr 3:bbb 4:_ 5:o 6:_ 7:_
train-C9495,1:ggg 2:_ 3:bbb 4:rr 5:_ 6:_ 7:_
train-C9497,1:_ 2:_ 3:_ 4:_ 5:yyy 6:_ 7:_
train-C9498,1:bbb 2:_ 3:_ 4:p 5:gggg 6:gggg 7:oooo
train-C9499,1:_ 2:rr 3:_ 4:ggg 5:oooo 6:bbb 7:_
train-C9500,1:yy 2:_ 3:oo 4:o 5:bbb 6:_ 7:_
train-C9502,1:_ 2:_ 3:_ 4:yyy 5:rr 6:o 7:yyy
train-C9503,1:rrr 2:_ 3:bbb 4:_ 5:yyyy 6:oo 7:_
train-C9504,1:rrrr 2:rrrr 3:bbb 4:_ 5:o 6:_ 7:ggg
train-C9505,1:_ 2:rrr 3:_ 4:_ 5:_ 6:_ 7:_
train-C9506,1:_ 2:_ 3:ooo 4:rro 5:rrrr 6:_ 7:_
train-C9507,1:yy 2:gg 3:_ 4:_ 5:_ 6:rr 7:gggg
train-C9512,1:pppp 2:ppp 3:_ 4:_ 5:_ 6:o 7:_
train-C9513,1:_ 2:_ 3:ooo 4:_ 5:oooo 6:_ 7:_
train-C9514,1:_ 2:p 3:_ 4:_ 5:_ 6:rrr 7:ggg
train-C9515,1:py 2:_ 3:rrr 4:pppp 5:_ 6:_ 7:pppp
train-C9516,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-C9517,1:_ 2:_ 3:_ 4:_ 5:_ 6:bbb 7:_
train-C9519,1:oo 2:_ 3:p 4:rr 5:rr 6:_ 7:pp
train-C9520,1:rrrr 2:g 3:_ 4:gg 5:_ 6:_ 7:_
train-C9522,1:_ 2:ppp 3:_ 4:ooo 5:ppp 6:pppp 7:_
train-C9523,1:_ 2:_ 3:ppp 4:_ 5:bbb 6:_ 7:_
train-C9525,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:yy
train-C9526,1:ooo 2:gggg 3:_ 4:_ 5:_ 6:_ 7:_
train-C9527,1:_ 2:_ 3:_ 4:bbb 5:ggg 6:_ 7:_
train-C9529,1:ggg 2:_ 3:yy 4:gggg 5:ggg 6:_ 7:_
train-C9530,1:oo 2:_ 3:g 4:_ 5:o 6:_ 7:_
train-C9532,1:_ 2:yyy 3:rro 4:_ 5:_ 6:yy 7:ppp
train-C9533,1:_ 2:_ 3:o 4:_ 5:ooo 6:_ 7:_
train-C9534,1:_ 2:_ 3:_ 4:oooo 5:_ 6:p 7:b
train-C9535,1:_ 2:rrr 3:g 4:p 5:pp 6:p 7:ggg
train-C9536,1:_ 2:_ 3:_ 4:y 5:_ 6:yyy 7:_
train-C9537,1:rr 2:b 3:ggg 4:_ 5:_ 6:_ 7:_
train-C9538,1:_ 2:yyy 3:yyy 4:bbb 5:_ 6:_ 7:rrrr
train-C9539,1:_ 2:_ 3:oo 4:_ 5:_ 6:_ 7:_
train-C9540,1:_ 2:_ 3:rp 4:_ 5:_ 6:_ 7:pppp
train-C9541,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:yyyy
train-C9542,1:_ 2:_ 3:_ 4:_ 5:gyy 6:_ 7:_
train-C9543,1:ggg 2:ooo 3:_ 4:yyy 5:_ 6:o 7:ppp
train-C9544,1:_ 2:y 3:_ 4:rrrr 5:ppp 6:_ 7:pp
train-C9545,1:rrrr 2:yyy 3:_ 4:bbb 5:_ 6:_ 7:yyyy
train-C9546,1:_ 2:oo 3:_ 4:_ 5:_ 6:_ 7:_
train-C9547,1:bbb 2:_ 3:pppp 4:_ 5:y 6:_ 7:_
train-C9548,1:yyg 2:_ 3:r 4:ggg 5:gg 6:o 7:_
train-C9549,1:_ 2:_ 3:yy 4:_ 5:g 6:_ 7:_
train-C9551,1:o 2:_ 3:bbb 4:pppp 5:_ 6:y 7:rrrr
train-C9554,1:_ 2:_ 3:_ 4:bbb 5:goo 6:yyy 7:_
train-C9555,1:bb 2:yyyy 3:rrr 4:r 5:_ 6:g 7:rr
train-C9556,1:_ 2:rrrr 3:rrr 4:_ 5:_ 6:bbr 7:_
train-C9557,1:_ 2:_ 3:_ 4:_ 5:o 6:_ 7:_
train-C9559,1:_ 2:pp 3:_ 4:_ 5:o 6:bb 7:ggg
train-C9560,1:r 2:_ 3:yyyy 4:_ 5:gg 6:ppp 7:_
train-C9561,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-C9562,1:_ 2:o 3:_ 4:pp 5:_ 6:bbb 7:_
train-C9563,1:_ 2:g 3:_ 4:p 5:_ 6:gg 7:_
train-C9564,1:pppp 2:ggg 3:_ 4:oooo 5:gggg 6:_ 7:bb
train-C9565,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:p
train-C9566,1:b 2:oooo 3:gg 4:pp 5:_ 6:_ 7:yyyy
train-C9567,1:yyyy 2:ppp 3:_ 4:ooo 5:_ 6:bbb 7:_
train-C9568,1:_ 2:_ 3:_ 4:_ 5:_ 6:ppg 7:_
train-C9569,1:_ 2:r 3:_ 4:rrrr 5:y 6:_ 7:_
train-C9570,1:_ 2:_ 3:pppp 4:y 5:yy 6:_ 7:ooo
train-C9571,1:_ 2:bbb 3:_ 4:ppp 5:_ 6:ogg 7:_
train-C9572,1:_ 2:rrrr 3:_ 4:bbb 5:rrrr 6:_ 7:_
train-C9574,1:_ 2:yyyy 3:ggg 4:_ 5:oo 6:_ 7:gg
train-C9575,1:_ 2:ppp 3:yy 4:bbb 5:_ 6:op 7:rr
train-C9577,1:_ 2:_ 3:yy 4:_ 5:ppp 6:ooo 7:pyg
train-C9580,1:r 2:_ 3:ggg 4:_ 5:_ 6:_ 7:_
train-C9581,1:_ 2:oor 3:_ 4:_ 5:y 6:_ 7:yy
train-C9582,1:_ 2:_ 3:bbb 4:_ 5:_ 6:gggg 7:yyyy
train-C9583,1:ooo 2:_ 3:_ 4:rr 5:ggg 6:_ 7:pp
train-C9584,1:rrr 2:_ 3:ppp 4:yyy 5:_ 6:_ 7:_
train-C9586,1:ppp 2:g 3:_ 4:ggg 5:r 6:_ 7:_
train-C9587,1:yyyy 2:_ 3:ggy 4:yyyy 5:pppp 6:_ 7:_
train-C9588,1:_ 2:_ 3:_ 4:_ 5:_ 6:g 7:r
train-C9589,1:gg 2:ppp 3:_ 4:gg 5:pp 6:_ 7:p
train-C9590,1:y 2:pppp 3:g 4:_ 5:_ 6:oooo 7:_
train-C9591,1:_ 2:_ 3:_ 4:_ 5:_ 6:ppp 7:_
train-C9595,1:ggg 2:_ 3:yyy 4:ooo 5:oo 6:_ 7:_
train-C9596,1:_ 2:bbb 3:_ 4:_ 5:rrrr 6:_ 7:yyy
train-C9597,1:oy 2:_ 3:_ 4:g 5:_ 6:yyyy 7:ooo
train-C9598,1:_ 2:_ 3:_ 4:_ 5:_ 6:rrrr 7:_
train-C9599,1:_ 2:rrr 3:_ 4:_ 5:bbb 6:_ 7:_
train-C9600,1:_ 2:_ 3:_ 4:_ 5:_ 6:gg 7:_
train-C9601,1:_ 2:_ 3:oooo 4:yyyy 5:_ 6:bb 7:_
train-C9602,1:ooo 2:_ 3:bb 4:_ 5:gggg 6:gggg 7:ggg
train-C9604,1:gg 2:_ 3:_ 4:rr 5:_ 6:yyy 7:oooo
train-C9605,1:ppp 2:pp 3:_ 4:_ 5:_ 6:p 7:oo
train-C9606,1:_ 2:gpp 3:_ 4:_ 5:ggg 6:yyyy 7:rrr
train-C9607,1:_ 2:_ 3:bbb 4:_ 5:_ 6:o 7:pppp
train-C9609,1:_ 2:bb 3:_ 4:_ 5:ooo 6:_ 7:rr
train-C9610,1:ggp 2:_ 3:_ 4:_ 5:rrr 6:_ 7:oo
train-C9611,1:_ 2:yyy 3:_ 4:po 5:_ 6:bbb 7:_
train-C9612,1:_ 2:_ 3:_ 4:_ 5:r 6:gg 7:_
train-C9613,1:bb 2:ppp 3:_ 4:_ 5:_ 6:_ 7:_
train-C9614,1:ggg 2:gr 3:_ 4:bbb 5:_ 6:_ 7:yyy
train-C9616,1:_ 2:y 3:_ 4:bb 5:_ 6:_ 7:_
train-C9617,1:_ 2:rrrr 3:_ 4:r 5:g 6:bb 7:p
train-C9618,1:oo 2:rrrr 3:_ 4:yy 5:_ 6:_ 7:_
train-C9619,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:p
train-C9620,1:_ 2:_ 3:_ 4:b 5:_ 6:rrr 7:_
train-C9621,1:_ 2:bbb 3:_ 4:ggg 5:_ 6:_ 7:ooo
train-C9622,1:_ 2:_ 3:o 4:ryy 5:_ 6:p 7:_
train-C9623,1:oooo 2:yyyy 3:_ 4:_ 5:pyy 6:_ 7:_
train-C9624,1:gg 2:oooo 3:_ 4:_ 5:ooo 6:pppp 7:g
train-C9625,1:yyy 2:_ 3:y 4:_ 5:y 6:_ 7:gggg
train-C9627,1:pppp 2:_ 3:_ 4:_ 5:_ 6:_ 7:ggg
train-C9628,1:roo 2:_ 3:_ 4:pppp 5:_ 6:y 7:ooo
train-C9630,1:oooo 2:ppp 3:_ 4:p 5:_ 6:_ 7:_
train-C9632,1:yy 2:yyy 3:_ 4:_ 5:_ 6:_ 7:ppp
train-C9633,1:ggr 2:r 3:_ 4:ooo 5:_ 6:ooo 7:_
train-C9634,1:rrr 2:_ 3:_ 4:bbb 5:gggg 6:pp 7:_
train-C9635,1:_ 2:_ 3:_ 4:bbb 5:_ 6:_ 7:rrr
train-C9636,1:_ 2:_ 3:_ 4:o 5:gg 6:_ 7:_
train-C9638,1:_ 2:bbb 3:ooo 4:yyyy 5:y 6:y 7:rrr
train-C9640,1:_ 2:rrrr 3:y 4:_ 5:rrr 6:_ 7:_
train-C9641,1:ooo 2:_ 3:_ 4:_ 5:ggg 6:_ 7:pp
train-C9642,1:bbb 2:_ 3:ooo 4:_ 5:_ 6:rr 7:gggg
train-C9644,1:ryy 2:pppp 3:_ 4:r 5:_ 6:_ 7:oo
train-C9645,1:r 2:rr 3:_ 4:gggg 5:_ 6:_ 7:_
train-C9646,1:_ 2:rr 3:_ 4:_ 5:yy 6:_ 7:_
train-C9648,1:oyy 2:rrrr 3:_ 4:_ 5:_ 6:rr 7:yyyy
train-C9649,1:_ 2:rrrr 3:yy 4:_ 5:_ 6:bbb 7:bbb
train-C9651,1:y 2:ppp 3:y 4:_ 5:_ 6:yyr 7:rr
train-C9652,1:pp 2:yyyy 3:_ 4:_ 5:ggg 6:_ 7:_
train-C9654,1:ro 2:_ 3:y 4:_ 5:_ 6:pp 7:ggp
train-C9655,1:r 2:_ 3:bbb 4:_ 5:g 6:_ 7:oo
train-C9656,1:rr 2:ooo 3:gggg 4:_ 5:_ 6:gg 7:y
train-C9657,1:or 2:_ 3:_ 4:_ 5:_ 6:_ 7:gg
train-C9659,1:_ 2:_ 3:_ 4:rrr 5:_ 6:_ 7:pppp
train-C9660,1:_ 2:yy 3:p 4:rr 5:gg 6:_ 7:yyy
train-C9661,1:_ 2:_ 3:_ 4:r 5:_ 6:_ 7:_
train-C9664,1:_ 2:_ 3:_ 4:yyyy 5:_ 6:yy 7:yyy
train-C9665,1:gggg 2:_ 3:_ 4:_ 5:oooo 6:_ 7:_
train-C9666,1:_ 2:bbb 3:_ 4:rrr 5:_ 6:rr 7:_
train-C9667,1:_ 2:ppp 3:_ 4:pp 5:_ 6:ggg 7:_
train-C9668,1:bbb 2:_ 3:_ 4:ooo 5:_ 6:y 7:_
train-C9670,1:rpr 2:_ 3:_ 4:gg 5:_ 6:p 7:ooo
train-C9671,1:_ 2:_ 3:_ 4:p 5:_ 6:_ 7:_
train-C9672,1:_ 2:_ 3:_ 4:_ 5:_ 6:p 7:gg
train-C9673,1:_ 2:_ 3:_ 4:y 5:_ 6:_ 7:yy
train-C9674,1:_ 2:yy 3:_ 4:_ 5:_ 6:oo 7:_
train-C9677,1:_ 2:bb 3:gggg 4:_ 5:ppp 6:_ 7:_
train-C9678,1:ooo 2:_ 3:_ 4:_ 5:_ 6:gggg 7:_
train-C9679,1:_ 2:_ 3:ooo 4:gggg 5:_ 6:p 7:ppp
train-C9680,1:ggg 2:_ 3:bbb 4:_ 5:_ 6:_ 7:_
train-C9681,1:bbo 2:_ 3:_ 4:g 5:gggg 6:_ 7:_
train-C9682,1:_ 2:_ 3:pppp 4:_ 5:_ 6:_ 7:oooo
train-C9683,1:p 2:_ 3:_ 4:_ 5:gg 6:pog 7:_
train-C9684,1:rrrr 2:oo 3:_ 4:_ 5:_ 6:_ 7:_
train-C9686,1:_ 2:_ 3:r 4:_ 5:ppp 6:ooo 7:y
train-C9688,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-C9689,1:y 2:rrr 3:_ 4:_ 5:bbb 6:p 7:_
train-C9690,1:yy 2:_ 3:_ 4:oo 5:_ 6:rpp 7:_
train-C9691,1:rrrr 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-C9692,1:_ 2:yyyy 3:y 4:ooo 5:rr 6:_ 7:_
train-C9694,1:g 2:_ 3:_ 4:bbo 5:o 6:_ 7:_
train-C9695,1:_ 2:_ 3:bb 4:oo 5:oo 6:_ 7:_
train-C9696,1:y 2:_ 3:oo 4:_ 5:ppp 6:_ 7:pppp
train-C9697,1:_ 2:g 3:_ 4:_ 5:_ 6:_ 7:pppp
train-C9698,1:p 2:_ 3:_ 4:oo 5:_ 6:_ 7:ybb
train-C9699,1:_ 2:_ 3:pp 4:_ 5:_ 6:_ 7:pppp
train-C9700,1:bbb 2:_ 3:rrr 4:pppp 5:_ 6:_ 7:yy
train-C9701,1:_ 2:_ 3:_ 4:_ 5:_ 6:g 7:gg
train-C9702,1:_ 2:_ 3:_ 4:oooo 5:_ 6:_ 7:_
train-C9703,1:ggg 2:_ 3:_ 4:_ 5:oooo 6:_ 7:_
train-C9705,1:_ 2:o 3:oo 4:_ 5:_ 6:_ 7:_
train-C9706,1:yyyy 2:_ 3:ppp 4:oo 5:_ 6:_ 7:_
train-C9708,1:_ 2:_ 3:o 4:_ 5:_ 6:yyy 7:_
train-C9709,1:y 2:_ 3:bb 4:pppp 5:_ 6:_ 7:ooo
train-C9710,1:_ 2:_ 3:ooo 4:_ 5:ggg 6:_ 7:_
train-C9711,1:ooo 2:_ 3:ypp 4:_ 5:_ 6:_ 7:_
train-C9712,1:_ 2:o 3:rrr 4:yyyy 5:_ 6:_ 7:yy
train-C9713,1:_ 2:_ 3:ooo 4:oo 5:_ 6:_ 7:rrrr
train-C9714,1:gggg 2:rr 3:bb 4:_ 5:pppp 6:_ 7:rr
train-C9715,1:rrr 2:b 3:rrrr 4:yyy 5:pppp 6:yyyy 7:_
train-C9716,1:_ 2:_ 3:_ 4:_ 5:_ 6:ggg 7:_
train-C9717,1:yy 2:yyy 3:_ 4:_ 5:_ 6:_ 7:_
train-C9719,1:_ 2:g 3:oo 4:_ 5:pp 6:ooo 7:_
train-C9720,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-C9722,1:_ 2:_ 3:bbr 4:_ 5:gggg 6:ooo 7:pp
train-C9723,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:rrr
train-C9724,1:_ 2:_ 3:ggg 4:_ 5:_ 6:_ 7:_
train-C9726,1:_ 2:_ 3:_ 4:_ 5:_ 6:yy 7:_
train-C9727,1:_ 2:_ 3:rrrr 4:_ 5:_ 6:rrrr 7:rrr
train-C9729,1:_ 2:_ 3:_ 4:_ 5:pp 6:bbb 7:ggg
train-C9730,1:r 2:oo 3:o 4:ooo 5:y 6:_ 7:_
train-C9731,1:p 2:_ 3:bb 4:p 5:_ 6:_ 7:gg
train-C9732,1:bbb 2:bbb 3:_ 4:y 5:oooo 6:_ 7:rrr
train-C9734,1:_ 2:_ 3:_ 4:ooo 5:bbb 6:_ 7:gg
train-C9735,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-C9736,1:oooo 2:ggg 3:_ 4:_ 5:_ 6:_ 7:bbb
train-C9737,1:_ 2:_ 3:rr 4:_ 5:_ 6:ppp 7:_
train-C9738,1:_ 2:_ 3:_ 4:_ 5:_ 6:r 7:ooo
train-C9739,1:pppp 2:obb 3:oooo 4:_ 5:_ 6:gg 7:_
train-C9740,1:yyyy 2:gg 3:yp 4:rr 5:rrrr 6:_ 7:_
train-C9741,1:_ 2:ooo 3:r 4:ooo 5:ooo 6:_ 7:_
train-C9742,1:oooo 2:_ 3:ooo 4:gpp 5:_ 6:_ 7:yyyy
train-C9743,1:_ 2:_ 3:_ 4:_ 5:rrg 6:_ 7:_
train-C9744,1:_ 2:pppp 3:gg 4:ppp 5:gg 6:_ 7:_
train-C9745,1:_ 2:yr 3:ooo 4:p 5:_ 6:_ 7:pppp
train-C9747,1:_ 2:_ 3:yyo 4:rrr 5:_ 6:_ 7:_
train-C9749,1:ppp 2:_ 3:_ 4:yy 5:_ 6:bbb 7:ggg
train-C9750,1:bb 2:rrr 3:_ 4:_ 5:_ 6:ooo 7:_
train-C9751,1:pppp 2:_ 3:r 4:r 5:_ 6:_ 7:_
train-C9753,1:_ 2:oo 3:_ 4:_ 5:r 6:rr 7:bbb
train-C9755,1:_ 2:_ 3:_ 4:rrp 5:_ 6:pppp 7:pppp
train-C9756,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-C9757,1:_ 2:y 3:yy 4:rrr 5:ooo 6:oyy 7:g
train-C9758,1:_ 2:_ 3:y 4:_ 5:gg 6:_ 7:rrrr
train-C9759,1:yy 2:pppp 3:gg 4:_ 5:_ 6:_ 7:ppp
train-C9761,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:yyyy
train-C9762,1:ppp 2:g 3:gggg 4:_ 5:p 6:ggg 7:_
train-C9763,1:_ 2:_ 3:oop 4:_ 5:_ 6:rr 7:o
train-C9764,1:_ 2:yyyy 3:_ 4:bbb 5:_ 6:pppp 7:pp
train-C9765,1:_ 2:oo 3:bb 4:_ 5:_ 6:rrr 7:_
train-C9766,1:_ 2:_ 3:yyyy 4:ggg 5:_ 6:_ 7:y
train-C9767,1:r 2:g 3:rrr 4:_ 5:ppp 6:_ 7:rrrr
train-C9769,1:ooo 2:_ 3:ppp 4:_ 5:ppp 6:_ 7:bbb
train-C9771,1:pp 2:gggg 3:_ 4:_ 5:o 6:bbb 7:pp
train-C9772,1:_ 2:_ 3:yyyy 4:_ 5:yyyy 6:_ 7:ro
train-C9774,1:_ 2:_ 3:bbb 4:_ 5:o 6:_ 7:rrr
train-C9775,1:pppp 2:_ 3:pp 4:oo 5:_ 6:_ 7:bbb
train-C9776,1:ooo 2:bbb 3:_ 4:rrrr 5:p 6:rrrr 7:_
train-C9780,1:_ 2:_ 3:_ 4:ppp 5:_ 6:_ 7:_
train-C9782,1:_ 2:p 3:ggg 4:_ 5:p 6:rrr 7:_
train-C9783,1:rp 2:ggg 3:_ 4:_ 5:_ 6:_ 7:_
train-C9784,1:_ 2:_ 3:p 4:yy 5:yy 6:oooo 7:_
train-C9785,1:_ 2:_ 3:_ 4:_ 5:_ 6:grr 7:bbb
train-C9786,1:r 2:_ 3:yy 4:_ 5:yy 6:_ 7:pppp
train-C9788,1:oo 2:_ 3:rrr 4:oooo 5:_ 6:_ 7:bbb
train-C9789,1:gg 2:_ 3:_ 4:_ 5:ooo 6:_ 7:_
train-C9790,1:_ 2:rrr 3:_ 4:_ 5:o 6:oo 7:pp
train-C9791,1:rrr 2:_ 3:ooo 4:yy 5:pp 6:yy 7:gg
train-C9792,1:yyy 2:_ 3:_ 4:ry 5:_ 6:_ 7:_
train-C9794,1:_ 2:_ 3:rrrr 4:o 5:rr 6:_ 7:_
train-C9796,1:_ 2:yyyy 3:_ 4:bb 5:pppp 6:gg 7:ppp
train-C9797,1:_ 2:_ 3:_ 4:_ 5:oo 6:oo 7:_
train-C9798,1:_ 2:rr 3:_ 4:_ 5:yyy 6:_ 7:rrrr
train-C9801,1:_ 2:_ 3:_ 4:_ 5:_ 6:grr 7:_
train-C9803,1:_ 2:gggg 3:yyyy 4:_ 5:_ 6:_ 7:bbb
train-C9805,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:yy
train-C9806,1:_ 2:bbb 3:ggg 4:ooo 5:_ 6:_ 7:bbb
train-C9808,1:pp 2:_ 3:_ 4:bbb 5:ggg 6:_ 7:_
train-C9809,1:_ 2:bb 3:gggg 4:_ 5:rrrr 6:_ 7:_
train-C9810,1:yyyy 2:b 3:_ 4:gggg 5:_ 6:_ 7:yyy
train-C9811,1:r 2:yyyy 3:ggg 4:_ 5:_ 6:bb 7:_
train-C9812,1:yyy 2:_ 3:_ 4:rr 5:pp 6:_ 7:_
train-C9814,1:g 2:_ 3:_ 4:ooo 5:pp 6:p 7:_
train-C9815,1:_ 2:_ 3:oo 4:_ 5:ooo 6:bb 7:g
train-C9816,1:_ 2:oo 3:rrrr 4:_ 5:_ 6:_ 7:ryy
train-C9817,1:_ 2:_ 3:_ 4:_ 5:_ 6:b 7:_
train-C9818,1:_ 2:_ 3:oo 4:_ 5:_ 6:_ 7:p
train-C9819,1:_ 2:_ 3:ooo 4:yyy 5:_ 6:_ 7:_
train-C9820,1:_ 2:yyy 3:bbb 4:r 5:y 6:p 7:_
train-C9821,1:p 2:oo 3:_ 4:_ 5:rrrr 6:oo 7:bb
train-C9822,1:_ 2:rrrr 3:grr 4:_ 5:_ 6:_ 7:oo
train-C9823,1:_ 2:_ 3:_ 4:y 5:_ 6:ppp 7:_
train-C9824,1:_ 2:ppp 3:_ 4:ppp 5:rr 6:gggg 7:yyy
train-C9825,1:_ 2:_ 3:_ 4:_ 5:oo 6:_ 7:py
train-C9826,1:rrrr 2:gg 3:_ 4:rr 5:_ 6:_ 7:_
train-C9827,1:_ 2:bbb 3:_ 4:_ 5:_ 6:_ 7:oo
train-C9828,1:rr 2:ppp 3:_ 4:_ 5:_ 6:yyy 7:pp
train-C9829,1:rrr 2:p 3:yyr 4:yyyy 5:_ 6:_ 7:_
train-C9830,1:_ 2:_ 3:_ 4:_ 5:_ 6:rr 7:_
train-C9831,1:pp 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-C9832,1:_ 2:yyy 3:_ 4:_ 5:_ 6:_ 7:g
train-C9833,1:_ 2:yy 3:_ 4:p 5:_ 6:rrr 7:_
train-C9834,1:_ 2:_ 3:pp 4:bbb 5:yy 6:_ 7:_
train-C9836,1:yyyy 2:_ 3:_ 4:ggg 5:o 6:_ 7:pp
train-C9840,1:ggg 2:_ 3:_ 4:_ 5:_ 6:_ 7:pg
train-C9841,1:bbb 2:pppp 3:_ 4:_ 5:yyy 6:_ 7:_
train-C9842,1:_ 2:_ 3:_ 4:pppp 5:_ 6:yyyy 7:_
train-C9843,1:yyyy 2:_ 3:_ 4:yy 5:pp 6:_ 7:_
train-C9844,1:_ 2:rrrr 3:py 4:_ 5:_ 6:ppp 7:_
train-C9846,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:g
train-C9847,1:_ 2:gg 3:rrrr 4:ooo 5:_ 6:yyyy 7:_
train-C9848,1:_ 2:yyyy 3:_ 4:gg 5:_ 6:_ 7:_
train-C9849,1:_ 2:_ 3:y 4:rr 5:_ 6:bb 7:_
train-C9850,1:_ 2:gg 3:_ 4:ppp 5:_ 6:r 7:y
train-C9852,1:_ 2:_ 3:_ 4:rrrr 5:_ 6:pp 7:_
train-C9853,1:bb 2:ggg 3:pppp 4:y 5:_ 6:_ 7:ooo
train-C9854,1:_ 2:rr 3:bbb 4:_ 5:ppp 6:rr 7:_
