id,final_world_state
train-D9467-1,1:_ 2:go 3:yy 4:ggg 5:rrr 6:ooo 7:_
train-D9467-2,1:_ 2:bb 3:yy 4:ggg 5:rrr 6:ooo 7:_
train-D9467-3,1:_ 2:b 3:yy 4:ggg 5:rrr 6:ooo 7:_
train-D9467-4,1:_ 2:b 3:y 4:ggg 5:rrr 6:ooo 7:_
train-D9471-0,1:rr 2:ppp 3:pppp 4:yyy 5:yyy 6:ggg 7:y
train-D9471-1,1:_ 2:ppp 3:pppp 4:yyy 5:yyy 6:ggg 7:yrr
train-D9471-2,1:_ 2:ppp 3:pppp 4:yyy 5:yyy 6:ggg 7:bbb
train-D9471-3,1:_ 2:ppp 3:pppp 4:_ 5:yyy 6:ggg 7:bbb
train-D9471-4,1:_ 2:_ 3:pppp 4:_ 5:yyy 6:ggg 7:bbb
train-D9474-0,1:_ 2:yyyy 3:_ 4:rrrr 5:_ 6:rrrr 7:oo
train-D9474-1,1:_ 2:yyyy 3:_ 4:rrrr 5:_ 6:r 7:oo
train-D9474-2,1:_ 2:yyyy 3:_ 4:rrrr 5:_ 6:_ 7:oo
train-D9474-3,1:_ 2:yyyy 3:_ 4:r 5:_ 6:_ 7:oo
train-D9474-4,1:_ 2:yyyy 3:_ 4:roo 5:_ 6:_ 7:_
train-D9475-0,1:ooo 2:_ 3:g 4:gg 5:oooo 6:rrrr 7:_
train-D9475-1,1:ooo 2:_ 3:ggg 4:_ 5:oooo 6:rrrr 7:_
train-D9475-2,1:ooo 2:_ 3:ggg 4:_ 5:oooo 6:r 7:_
train-D9475-3,1:oo 2:_ 3:ggg 4:_ 5:oooo 6:r 7:_
train-D9475-4,1:oo 2:_ 3:_ 4:_ 5:oooo 6:r 7:_
train-D9477-0,1:rr 2:p 3:rrrr 4:gggg 5:_ 6:ooo 7:_
train-D9477-1,1:rr 2:p 3:rrrr 4:gggg 5:_ 6:o 7:_
train-D9477-2,1:_ 2:p 3:rrrr 4:gggg 5:_ 6:orr 7:_
train-D9477-3,1:_ 2:p 3:rrrr 4:gggg 5:_ 6:or 7:_
train-D9477-4,1:_ 2:p 3:rrrr 4:gggg 5:_ 6:o 7:_
train-D9480-0,1:_ 2:ooo 3:yyy 4:r 5:y 6:oooo 7:_
train-D9480-1,1:_ 2:ooo 3:yyy 4:_ 5:yr 6:oooo 7:_
train-D9480-2,1:_ 2:ooo 3:yyy 4:_ 5:bb 6:oooo 7:_
train-D9480-3,1:_ 2:ooo 3:yyy 4:_ 5:bb 6:oo 7:_
train-D9480-4,1:_ 2:ooo 3:yyy 4:_ 5:bb 6:_ 7:_
train-D9482-0,1:rrr 2:y 3:oooo 4:y 5:o 6:y 7:o
train-D9482-1,1:rrr 2:_ 3:oooo 4:yy 5:o 6:y 7:o
train-D9482-2,1:rrr 2:_ 3:oooo 4:yy 5:_ 6:y 7:o
train-D9482-3,1:rrr 2:_ 3:oooo 4:yy 5:_ 6:yo 7:_
train-D9482-4,1:rrr 2:_ 3:oooo 4:yy 5:_ 6:_ 7:_
train-D9483-0,1:r 2:ooo 3:ooo 4:ggg 5:ooo 6:oo 7:_
train-D9483-1,1:r 2:o 3:ooo 4:ggg 5:ooo 6:oo 7:_
train-D9483-2,1:r 2:ooo 3:ooo 4:ggg 5:ooo 6:_ 7:_
train-D9483-3,1:_ 2:ooo 3:ooo 4:ggg 5:ooo 6:_ 7:_
train-D9483-4,1:_ 2:ooo 3:ooo 4:ggg 5:o 6:_ 7:_
train-D9484-0,1:ooo 2:_ 3:yyyy 4:_ 5:pppp 6:rrr 7:y
train-D9484-1,1:ooo 2:_ 3:yyyy 4:_ 5:p 6:rrr 7:y
train-D9484-2,1:ooo 2:_ 3:yyyy 4:_ 5:py 6:rrr 7:_
train-D9484-3,1:oo 2:_ 3:yyyy 4:_ 5:py 6:rrr 7:_
train-D9484-4,1:oo 2:_ 3:yyyy 4:_ 5:bb 6:rrr 7:_
train-D9485-0,1:oooo 2:_ 3:yy 4:r 5:_ 6:gg 7:_
train-D9485-1,1:oooo 2:_ 3:_ 4:ryy 5:_ 6:gg 7:_
train-D9485-2,1:oooo 2:_ 3:_ 4:bbb 5:_ 6:gg 7:_
train-D9485-3,1:oooo 2:_ 3:_ 4:_ 5:_ 6:gg 7:_
train-D9485-4,1:oooo 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-D9487-0,1:_ 2:gggg 3:ooo 4:oooo 5:yyy 6:yyy 7:oo
train-D9487-1,1:_ 2:gggg 3:o 4:oooo 5:yyy 6:yyy 7:oo
train-D9487-2,1:_ 2:gggg 3:o 4:oooo 5:_ 6:yyy 7:oo
train-D9487-3,1:_ 2:gggg 3:o 4:ooo 5:_ 6:yyy 7:oo
train-D9487-4,1:_ 2:gggg 3:ooo 4:ooo 5:_ 6:yyy 7:_
train-D9488-0,1:gggg 2:_ 3:rr 4:rr 5:pp 6:g 7:o
train-D9488-1,1:gggg 2:_ 3:rr 4:rr 5:pp 6:g 7:_
train-D9488-2,1:gggg 2:_ 3:rr 4:rrg 5:pp 6:_ 7:_
train-D9488-3,1:gggg 2:_ 3:rr 4:bbb 5:pp 6:_ 7:_
train-D9488-4,1:gggg 2:_ 3:_ 4:bbb 5:pp 6:_ 7:_
train-D9489-0,1:oo 2:_ 3:gg 4:y 5:yyyy 6:g 7:ppp
train-D9489-1,1:oo 2:_ 3:gg 4:y 5:yy 6:g 7:ppp
train-D9489-2,1:oo 2:_ 3:g 4:y 5:yy 6:g 7:ppp
train-D9489-3,1:oo 2:_ 3:g 4:_ 5:yyy 6:g 7:ppp
train-D9489-4,1:_ 2:_ 3:g 4:_ 5:yyy 6:goo 7:ppp
train-D9492-0,1:_ 2:pp 3:_ 4:yy 5:gg 6:_ 7:_
train-D9492-1,1:_ 2:pp 3:_ 4:_ 5:gg 6:_ 7:_
train-D9492-2,1:_ 2:p 3:_ 4:_ 5:gg 6:_ 7:_
train-D9492-3,1:_ 2:pgg 3:_ 4:_ 5:_ 6:_ 7:_
train-D9492-4,1:_ 2:bbb 3:_ 4:_ 5:_ 6:_ 7:_
train-D9495-0,1:oooo 2:ggg 3:r 4:_ 5:oo 6:yy 7:ooo
train-D9495-1,1:oooo 2:ggg 3:_ 4:_ 5:oo 6:yy 7:ooo
train-D9495-2,1:oooo 2:gg 3:_ 4:_ 5:oo 6:yy 7:ooo
train-D9495-3,1:_ 2:gg 3:_ 4:_ 5:oo 6:yy 7:ooo
train-D9495-4,1:_ 2:g 3:_ 4:_ 5:oo 6:yy 7:ooo
train-D9496-0,1:gg 2:yy 3:gg 4:_ 5:pp 6:_ 7:yy
train-D9496-1,1:gg 2:y 3:gg 4:_ 5:pp 6:_ 7:yy
train-D9496-2,1:g 2:y 3:gg 4:_ 5:pp 6:_ 7:yy
train-D9496-3,1:g 2:y 3:gg 4:_ 5:pp 6:_ 7:_
train-D9496-4,1:_ 2:y 3:ggg 4:_ 5:pp 6:_ 7:_
train-D9497-0,1:oo 2:_ 3:_ 4:g 5:yyy 6:p 7:yy
train-D9497-1,1:oo 2:_ 3:_ 4:g 5:yyy 6:_ 7:yyp
train-D9497-2,1:_ 2:_ 3:_ 4:goo 5:yyy 6:_ 7:yyp
train-D9497-3,1:_ 2:_ 3:_ 4:_ 5:yyy 6:_ 7:yyp
train-D9497-4,1:_ 2:_ 3:_ 4:_ 5:yyy 6:_ 7:bbb
train-D9498-0,1:yyy 2:rrr 3:_ 4:y 5:ppp 6:yyy 7:_
train-D9498-1,1:yyy 2:rrr 3:_ 4:_ 5:ppp 6:yyy 7:_
train-D9498-2,1:_ 2:rrr 3:_ 4:_ 5:ppp 6:yyy 7:_
train-D9498-3,1:_ 2:_ 3:_ 4:_ 5:ppp 6:yyy 7:_
train-D9498-4,1:_ 2:_ 3:_ 4:_ 5:ppp 6:_ 7:_
train-D9501-0,1:yyyy 2:g 3:_ 4:yy 5:r 6:yyyy 7:ggg
train-D9501-1,1:yyyy 2:g 3:_ 4:yyr 5:_ 6:yyyy 7:ggg
train-D9501-2,1:yyyy 2:g 3:_ 4:bbb 5:_ 6:yyyy 7:ggg
train-D9501-3,1:yyyy 2:g 3:_ 4:bbb 5:_ 6:yyy 7:ggg
train-D9501-4,1:_ 2:g 3:_ 4:bbb 5:_ 6:yyy 7:ggg
train-D9506-0,1:r 2:g 3:oooo 4:_ 5:gg 6:_ 7:r
train-D9506-1,1:r 2:gr 3:oooo 4:_ 5:gg 6:_ 7:_
train-D9506-2,1:_ 2:gr 3:oooo 4:_ 5:ggr 6:_ 7:_
train-D9506-3,1:_ 2:gr 3:oooo 4:_ 5:bbb 6:_ 7:_
train-D9506-4,1:_ 2:bb 3:oooo 4:_ 5:bbb 6:_ 7:_
train-D9508-0,1:_ 2:ggg 3:g 4:rrrr 5:_ 6:oooo 7:o
train-D9508-1,1:_ 2:ggg 3:go 4:rrrr 5:_ 6:oooo 7:_
train-D9508-2,1:_ 2:ggg 3:bb 4:rrrr 5:_ 6:oooo 7:_
train-D9508-3,1:_ 2:ggg 3:bb 4:rrrr 5:_ 6:oo 7:_
train-D9508-4,1:_ 2:_ 3:bb 4:rrrr 5:_ 6:oo 7:_
train-D9511-0,1:ppp 2:_ 3:_ 4:rrrr 5:pp 6:rrr 7:p
train-D9511-1,1:ppp 2:_ 3:_ 4:rrrr 5:p 6:rrr 7:p
train-D9511-2,1:_ 2:_ 3:_ 4:rrrr 5:p 6:rrr 7:p
train-D9511-3,1:_ 2:_ 3:_ 4:rrrr 5:p 6:rrr 7:_
train-D9511-4,1:_ 2:_ 3:_ 4:rr 5:p 6:rrr 7:_
train-D9512-0,1:pp 2:_ 3:_ 4:ooo 5:p 6:_ 7:gg
train-D9512-1,1:_ 2:_ 3:_ 4:ooo 5:p 6:_ 7:gg
train-D9512-2,1:_ 2:_ 3:_ 4:ooo 5:p 6:_ 7:_
train-D9512-3,1:_ 2:_ 3:_ 4:oo 5:p 6:_ 7:_
train-D9512-4,1:_ 2:_ 3:_ 4:oop 5:_ 6:_ 7:_
train-D9513-0,1:y 2:yy 3:_ 4:gg 5:oo 6:gggg 7:_
train-D9513-1,1:yoo 2:yy 3:_ 4:gg 5:_ 6:gggg 7:_
train-D9513-2,1:yoo 2:yy 3:_ 4:g 5:_ 6:gggg 7:_
train-D9513-3,1:yoo 2:yy 3:_ 4:g 5:_ 6:g 7:_
train-D9513-4,1:yoo 2:yy 3:_ 4:gg 5:_ 6:_ 7:_
train-D9515-0,1:oo 2:ooo 3:_ 4:gg 5:ppp 6:gg 7:rrrr
train-D9515-1,1:oo 2:oo 3:_ 4:gg 5:ppp 6:gg 7:rrrr
train-D9515-2,1:oo 2:oo 3:_ 4:gg 5:ppp 6:_ 7:rrrr
train-D9515-3,1:_ 2:oo 3:_ 4:gg 5:ppp 6:_ 7:rrrr
train-D9515-4,1:_ 2:o 3:_ 4:gg 5:ppp 6:_ 7:rrrr
train-D9516-0,1:g 2:_ 3:y 4:y 5:o 6:_ 7:_
train-D9516-1,1:go 2:_ 3:y 4:y 5:_ 6:_ 7:_
train-D9516-2,1:goy 2:_ 3:_ 4:y 5:_ 6:_ 7:_
train-D9516-3,1:g 2:_ 3:_ 4:y 5:_ 6:_ 7:_
train-D9516-4,1:_ 2:_ 3:_ 4:yg 5:_ 6:_ 7:_
train-D9517-0,1:ooo 2:rr 3:_ 4:p 5:g 6:yy 7:yyy
train-D9517-1,1:ooo 2:rr 3:_ 4:pyy 5:g 6:_ 7:yyy
train-D9517-2,1:ooo 2:rr 3:_ 4:bbb 5:g 6:_ 7:yyy
train-D9517-3,1:ooo 2:rrg 3:_ 4:bbb 5:_ 6:_ 7:yyy
train-D9517-4,1:ooo 2:rrg 3:_ 4:bb 5:_ 6:_ 7:yyy
train-D9523-0,1:ppp 2:gg 3:p 4:rrr 5:_ 6:rrr 7:_
train-D9523-1,1:ppp 2:_ 3:p 4:rrr 5:_ 6:rrr 7:_
train-D9523-2,1:ppp 2:_ 3:p 4:rr 5:_ 6:rrr 7:_
train-D9523-3,1:ppp 2:_ 3:_ 4:rrp 5:_ 6:rrr 7:_
train-D9523-4,1:ppp 2:_ 3:_ 4:rrp 5:_ 6:rr 7:_
train-D9524-0,1:gg 2:_ 3:_ 4:gggg 5:gggg 6:gg 7:r
train-D9524-1,1:_ 2:_ 3:_ 4:gggg 5:gggg 6:gg 7:rgg
train-D9524-2,1:_ 2:_ 3:_ 4:gggg 5:gggg 6:gg 7:bbb
train-D9524-3,1:_ 2:_ 3:_ 4:ggg 5:gggg 6:gg 7:bbb
train-D9524-4,1:_ 2:_ 3:_ 4:gg 5:gggg 6:gg 7:bbb
train-D9529-0,1:g 2:_ 3:gg 4:oooo 5:y 6:p 7:_
train-D9529-1,1:g 2:_ 3:gg 4:oo 5:y 6:p 7:_
train-D9529-2,1:_ 2:_ 3:gg 4:oo 5:y 6:p 7:_
train-D9529-3,1:_ 2:_ 3:ggp 4:oo 5:y 6:_ 7:_
train-D9529-4,1:_ 2:_ 3:ggp 4:_ 5:yoo 6:_ 7:_
train-D9530-0,1:gg 2:pp 3:oooo 4:_ 5:ppp 6:rrrr 7:gggg
train-D9530-1,1:gg 2:p 3:oooo 4:_ 5:ppp 6:rrrr 7:gggg
train-D9530-2,1:gg 2:p 3:oooo 4:_ 5:pp 6:rrrr 7:gggg
train-D9530-3,1:gg 2:p 3:o 4:_ 5:pp 6:rrrr 7:gggg
train-D9530-4,1:gg 2:p 3:opp 4:_ 5:_ 6:rrrr 7:gggg
train-D9531-0,1:yy 2:o 3:rrr 4:_ 5:_ 6:p 7:ggg
train-D9531-1,1:yyo 2:_ 3:rrr 4:_ 5:_ 6:p 7:ggg
train-D9531-2,1:bbb 2:_ 3:rrr 4:_ 5:_ 6:p 7:ggg
train-D9531-3,1:bbb 2:_ 3:rrr 4:_ 5:_ 6:_ 7:ggg
train-D9531-4,1:bbb 2:_ 3:r 4:_ 5:_ 6:_ 7:ggg
train-D9533-0,1:_ 2:ooo 3:_ 4:_ 5:yyy 6:_ 7:ggg
train-D9533-1,1:_ 2:ooo 3:_ 4:_ 5:yy 6:_ 7:ggg
train-D9533-2,1:_ 2:ooo 3:_ 4:_ 5:yy 6:_ 7:g
train-D9533-3,1:_ 2:ooo 3:_ 4:_ 5:_ 6:_ 7:gyy
train-D9533-4,1:_ 2:ooo 3:_ 4:_ 5:_ 6:_ 7:bbb
train-D9535-0,1:_ 2:r 3:_ 4:rr 5:_ 6:rrrr 7:ooo
train-D9535-1,1:_ 2:r 3:_ 4:rr 5:_ 6:rr 7:ooo
train-D9535-2,1:_ 2:r 3:_ 4:_ 5:_ 6:rr 7:ooo
train-D9535-3,1:_ 2:r 3:_ 4:_ 5:_ 6:_ 7:ooo
train-D9535-4,1:_ 2:r 3:_ 4:_ 5:_ 6:_ 7:o
train-D9536-0,1:pp 2:rrrr 3:ppp 4:_ 5:ggg 6:y 7:ppp
train-D9536-1,1:ppy 2:rrrr 3:ppp 4:_ 5:ggg 6:_ 7:ppp
train-D9536-2,1:_ 2:rrrr 3:ppp 4:_ 5:ggg 6:_ 7:ppp
train-D9536-3,1:_ 2:rrrr 3:ppp 4:_ 5:ggg 6:_ 7:p
train-D9536-4,1:_ 2:rrrr 3:_ 4:_ 5:ggg 6:_ 7:p
train-D9540-0,1:yyyy 2:ooo 3:_ 4:rrr 5:rrr 6:yyy 7:ggg
train-D9540-1,1:yyyy 2:_ 3:_ 4:rrr 5:rrr 6:yyy 7:ggg
train-D9540-2,1:yy 2:_ 3:_ 4:rrr 5:rrr 6:yyy 7:ggg
train-D9540-3,1:_ 2:_ 3:_ 4:rrr 5:rrr 6:yyy 7:ggg
train-D9540-4,1:_ 2:_ 3:_ 4:rrr 5:rrr 6:yyy 7:_
train-D9543-0,1:_ 2:_ 3:g 4:yyyy 5:pp 6:gggg 7:_
train-D9543-1,1:_ 2:_ 3:_ 4:yyyy 5:ppg 6:gggg 7:_
train-D9543-2,1:_ 2:_ 3:_ 4:yyyy 5:bbb 6:gggg 7:_
train-D9543-3,1:_ 2:_ 3:_ 4:_ 5:bbb 6:gggg 7:_
train-D9543-4,1:_ 2:_ 3:_ 4:_ 5:bb 6:gggg 7:_
train-D9544-0,1:yyy 2:_ 3:_ 4:_ 5:yyy 6:_ 7:ppp
train-D9544-1,1:_ 2:_ 3:_ 4:_ 5:yyy 6:_ 7:ppp
train-D9544-2,1:_ 2:_ 3:_ 4:_ 5:yyy 6:_ 7:p
train-D9544-3,1:_ 2:_ 3:_ 4:_ 5:yyy 6:_ 7:_
train-D9544-4,1:_ 2:_ 3:_ 4:_ 5:yy 6:_ 7:_
train-D9545-0,1:o 2:rrrr 3:o 4:pppp 5:ppp 6:_ 7:ppp
train-D9545-1,1:_ 2:rrrr 3:oo 4:pppp 5:ppp 6:_ 7:ppp
train-D9545-2,1:_ 2:rrrr 3:oo 4:pppp 5:ppp 6:_ 7:p
train-D9545-3,1:_ 2:rrrr 3:_ 4:pppp 5:ppp 6:_ 7:poo
train-D9545-4,1:_ 2:rrrr 3:_ 4:pppp 5:ppp 6:_ 7:bbb
train-D9548-0,1:ggg 2:pppp 3:_ 4:yyy 5:_ 6:p 7:y
train-D9548-1,1:ggg 2:pppp 3:_ 4:yyy 5:_ 6:py 7:_
train-D9548-2,1:_ 2:pppp 3:_ 4:yyy 5:_ 6:py 7:_
train-D9548-3,1:_ 2:pppp 3:_ 4:yyy 5:_ 6:p 7:_
train-D9548-4,1:_ 2:pppp 3:_ 4:yy 5:_ 6:p 7:_
train-D9550-0,1:_ 2:g 3:_ 4:yy 5:_ 6:rrr 7:_
train-D9550-1,1:_ 2:g 3:_ 4:y 5:_ 6:rrr 7:_
train-D9550-2,1:_ 2:_ 3:_ 4:yg 5:_ 6:rrr 7:_
train-D9550-3,1:_ 2:_ 3:_ 4:yg 5:_ 6:_ 7:_
train-D9550-4,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-D9551-0,1:_ 2:r 3:gggg 4:_ 5:ooo 6:r 7:oooo
train-D9551-1,1:_ 2:r 3:gggg 4:_ 5:ooo 6:r 7:o
train-D9551-2,1:_ 2:r 3:gggg 4:_ 5:oo 6:r 7:o
train-D9551-3,1:_ 2:r 3:gg 4:_ 5:oo 6:r 7:o
train-D9551-4,1:_ 2:roo 3:gg 4:_ 5:_ 6:r 7:o
train-D9555-0,1:gg 2:p 3:_ 4:yyy 5:g 6:pp 7:r
train-D9555-1,1:ggg 2:p 3:_ 4:yyy 5:_ 6:pp 7:r
train-D9555-2,1:ggg 2:p 3:_ 4:yyy 5:_ 6:_ 7:r
train-D9555-3,1:ggg 2:pr 3:_ 4:yyy 5:_ 6:_ 7:_
train-D9555-4,1:ggg 2:bb 3:_ 4:yyy 5:_ 6:_ 7:_
train-D9557-0,1:yyyy 2:y 3:yyy 4:rr 5:gg 6:yyy 7:yyy
train-D9557-1,1:yyyy 2:_ 3:yyy 4:rry 5:gg 6:yyy 7:yyy
train-D9557-2,1:yyyy 2:_ 3:yyy 4:bbb 5:gg 6:yyy 7:yyy
train-D9557-3,1:yyyy 2:_ 3:yyy 4:bbb 5:_ 6:yyy 7:yyy
train-D9557-4,1:yyyy 2:_ 3:yyy 4:bbb 5:_ 6:yyy 7:yy
train-D9558-0,1:oooo 2:p 3:y 4:p 5:gg 6:r 7:_
train-D9558-1,1:oooo 2:_ 3:y 4:p 5:gg 6:r 7:_
train-D9558-2,1:oooo 2:_ 3:y 4:p 5:_ 6:r 7:_
train-D9558-3,1:oooo 2:_ 3:_ 4:p 5:_ 6:ry 7:_
train-D9558-4,1:_ 2:_ 3:_ 4:p 5:_ 6:ry 7:_
train-D9560-0,1:ooo 2:_ 3:gggg 4:pp 5:p 6:y 7:yyyy
train-D9560-1,1:ooo 2:_ 3:gggg 4:pp 5:_ 6:y 7:yyyy
train-D9560-2,1:ooo 2:_ 3:gggg 4:pp 5:_ 6:_ 7:yyyy
train-D9560-3,1:ooo 2:_ 3:gggg 4:p 5:_ 6:_ 7:yyyy
train-D9560-4,1:ooo 2:_ 3:g 4:p 5:_ 6:_ 7:yyyy
train-D9563-0,1:ooo 2:_ 3:oooo 4:gggg 5:p 6:yyyy 7:oooo
train-D9563-1,1:ooo 2:_ 3:o 4:gggg 5:p 6:yyyy 7:oooo
train-D9563-2,1:ooo 2:_ 3:op 4:gggg 5:_ 6:yyyy 7:oooo
train-D9563-3,1:ooo 2:_ 3:bb 4:gggg 5:_ 6:yyyy 7:oooo
train-D9563-4,1:ooo 2:_ 3:bb 4:gggg 5:_ 6:yyyy 7:oo
train-D9564-0,1:pp 2:_ 3:pp 4:rrrr 5:_ 6:ppp 7:ooo
train-D9564-1,1:pp 2:_ 3:pp 4:r 5:_ 6:ppp 7:ooo
train-D9564-2,1:_ 2:_ 3:pp 4:rpp 5:_ 6:ppp 7:ooo
train-D9564-3,1:_ 2:_ 3:pp 4:rpp 5:_ 6:ppp 7:o
train-D9564-4,1:_ 2:_ 3:pp 4:bbb 5:_ 6:ppp 7:o
train-D9565-0,1:o 2:gg 3:yyy 4:r 5:rrrr 6:gg 7:_
train-D9565-1,1:ogg 2:_ 3:yyy 4:r 5:rrrr 6:gg 7:_
train-D9565-2,1:bbb 2:_ 3:yyy 4:r 5:rrrr 6:gg 7:_
train-D9565-3,1:bbb 2:_ 3:y 4:r 5:rrrr 6:gg 7:_
train-D9565-4,1:bbb 2:_ 3:y 4:r 5:rrr 6:gg 7:_
train-D9567-0,1:g 2:yy 3:oo 4:pp 5:_ 6:yyyy 7:o
train-D9567-1,1:g 2:yy 3:oo 4:pp 5:_ 6:yy 7:o
train-D9567-2,1:g 2:yyo 3:oo 4:pp 5:_ 6:yy 7:_
train-D9567-3,1:gyy 2:yyo 3:oo 4:pp 5:_ 6:_ 7:_
train-D9567-4,1:bbb 2:yyo 3:oo 4:pp 5:_ 6:_ 7:_
train-D9569-0,1:rrrr 2:oo 3:_ 4:ppp 5:p 6:_ 7:_
train-D9569-1,1:rrrr 2:_ 3:_ 4:ppp 5:poo 6:_ 7:_
train-D9569-2,1:rrrr 2:_ 3:_ 4:ppp 5:bbb 6:_ 7:_
train-D9569-3,1:rrrr 2:_ 3:_ 4:p 5:bbb 6:_ 7:_
train-D9569-4,1:rrr 2:_ 3:_ 4:p 5:bbb 6:_ 7:_
train-D9571-0,1:p 2:g 3:oo 4:rrr 5:yyyy 6:yy 7:yyyy
train-D9571-1,1:p 2:g 3:oo 4:rr 5:yyyy 6:yy 7:yyyy
train-D9571-2,1:prr 2:g 3:oo 4:_ 5:yyyy 6:yy 7:yyyy
train-D9571-3,1:prr 2:g 3:oo 4:_ 5:yyyy 6:_ 7:yyyy
train-D9571-4,1:prr 2:goo 3:_ 4:_ 5:yyyy 6:_ 7:yyyy
train-D9572-0,1:ggg 2:_ 3:ppp 4:_ 5:yyyy 6:yyy 7:oooo
train-D9572-1,1:ggg 2:_ 3:ppp 4:_ 5:yyyy 6:_ 7:oooo
train-D9572-2,1:ggg 2:_ 3:_ 4:_ 5:yyyy 6:_ 7:oooo
train-D9572-3,1:_ 2:_ 3:_ 4:_ 5:yyyy 6:_ 7:oooo
train-D9572-4,1:_ 2:_ 3:_ 4:_ 5:y 6:_ 7:oooo
train-D9573-0,1:_ 2:ooo 3:rrr 4:yyyy 5:oo 6:oo 7:o
train-D9573-1,1:_ 2:ooo 3:rrr 4:yyyy 5:oo 6:_ 7:ooo
train-D9573-2,1:_ 2:ooo 3:rrr 4:yyyy 5:o 6:_ 7:ooo
train-D9573-3,1:_ 2:ooo 3:rrr 4:yyyy 5:o 6:_ 7:oo
train-D9573-4,1:_ 2:ooo 3:rrr 4:yyyy 5:_ 6:_ 7:ooo
train-D9576-0,1:yyyy 2:pp 3:_ 4:y 5:r 6:_ 7:yyy
train-D9576-1,1:yyyy 2:_ 3:_ 4:y 5:rpp 6:_ 7:yyy
train-D9576-2,1:yyyy 2:_ 3:_ 4:y 5:rpp 6:_ 7:yy
train-D9576-3,1:yyyy 2:_ 3:_ 4:_ 5:rpp 6:_ 7:yy
train-D9576-4,1:yyy 2:_ 3:_ 4:_ 5:rpp 6:_ 7:yy
train-D9578-0,1:yyyy 2:_ 3:_ 4:_ 5:rrr 6:y 7:y
train-D9578-1,1:yyyy 2:_ 3:_ 4:_ 5:_ 6:y 7:y
train-D9578-2,1:yyyy 2:_ 3:_ 4:_ 5:_ 6:_ 7:yy
train-D9578-3,1:y 2:_ 3:_ 4:_ 5:_ 6:_ 7:yy
train-D9578-4,1:_ 2:_ 3:_ 4:_ 5:_ 6:_ 7:yy
train-D9579-0,1:pppp 2:ooo 3:pp 4:g 5:g 6:ppp 7:oo
train-D9579-1,1:pppp 2:ooo 3:pp 4:g 5:g 6:ppp 7:_
train-D9579-2,1:pppp 2:ooo 3:p 4:g 5:g 6:ppp 7:_
train-D9579-3,1:p 2:ooo 3:p 4:g 5:g 6:ppp 7:_
train-D9579-4,1:p 2:o 3:p 4:g 5:g 6:ppp 7:_
train-D9585-0,1:ppp 2:oo 3:o 4:oo 5:gggg 6:p 7:ooo
train-D9585-1,1:ppp 2:oo 3:o 4:oop 5:gggg 6:_ 7:ooo
train-D9585-2,1:ppp 2:ooo 3:_ 4:oop 5:gggg 6:_ 7:ooo
train-D9585-3,1:ppp 2:ooo 3:_ 4:bbb 5:gggg 6:_ 7:ooo
train-D9585-4,1:ppp 2:ooo 3:_ 4:bb 5:gggg 6:_ 7:ooo
train-D9589-0,1:oo 2:_ 3:_ 4:ggg 5:ooo 6:_ 7:pp
train-D9589-1,1:_ 2:_ 3:_ 4:ggg 5:ooo 6:_ 7:pp
train-D9589-2,1:_ 2:_ 3:_ 4:ggg 5:ooo 6:_ 7:p
train-D9589-3,1:_ 2:_ 3:_ 4:_ 5:ooo 6:_ 7:p
train-D9589-4,1:_ 2:_ 3:_ 4:_ 5:o 6:_ 7:p
train-D9590-0,1:rr 2:_ 3:_ 4:yyyy 5:ppp 6:_ 7:_
train-D9590-1,1:rr 2:_ 3:_ 4:yy 5:ppp 6:_ 7:_
train-D9590-2,1:r 2:_ 3:_ 4:yy 5:ppp 6:_ 7:_
train-D9590-3,1:r 2:_ 3:_ 4:_ 5:ppp 6:_ 7:_
train-D9590-4,1:r 2:_ 3:_ 4:_ 5:_ 6:_ 7:_
train-D9591-0,1:oooo 2:yyyy 3:oo 4:gggg 5:pp 6:y 7:yyyy
train-D9591-1,1:oooo 2:yyyy 3:oo 4:gggg 5:ppy 6:_ 7:yyyy
train-D9591-2,1:oooo 2:yyyy 3:oo 4:gggg 5:bbb 6:_ 7:yyyy
train-D9591-3,1:oo 2:yyyy 3:oo 4:gggg 5:bbb 6:_ 7:yyyy
train-D9591-4,1:oo 2:yyyy 3:_ 4:gggg 5:bbb 6:_ 7:yyyy
train-D9592-0,1:pp 2:rrr 3:pp 4:_ 5:rrrr 6:g 7:ppp
train-D9592-1,1:_ 2:rrr 3:pp 4:_ 5:rrrr 6:g 7:ppp
train-D9592-2,1:_ 2:rrr 3:_ 4:_ 5:rrrr 6:gpp 7:ppp
train-D9592-3,1:_ 2:rrr 3:_ 4:_ 5:rrrr 6:bbb 7:ppp
train-D9592-4,1:_ 2:_ 3:_ 4:_ 5:rrrr 6:bbb 7:ppp
train-D9594-0,1:pppp 2:oooo 3:ppp 4:pp 5:_ 6:_ 7:_
train-D9594-1,1:pppp 2:oooo 3:_ 4:pp 5:_ 6:_ 7:_
train-D9594-2,1:ppp 2:oooo 3:_ 4:pp 5:_ 6:_ 7:_
train-D9594-3,1:ppp 2:oo 3:_ 4:pp 5:_ 6:_ 7:_
train-D9594-4,1:ppp 2:oo 3:_ 4:p 5:_ 6:_ 7:_
train-D9597-0,1:pppp 2:_ 3:p 4:oo 5:ooo 6:_ 7:_
